a	把
tvdh	银票
tvdj	公幹
tvdk	颂
tvdm	頌
tvdp	𩷰
tvdt	自強不息
tvdt	自强不息
tvdu	银矿
tvdx	人強馬壯
tveb	公假
tveb	银白
tved	创优
tvef	公休
tvef	银条
tveg	仓皇
tveh	公債
tveh	公债
tvej	公斤
tvem	公爵
tvem	公仆
tven	公僕
tven	仓促
tveo	仓储
tveq	创作
tveq	创伤
tves	公佈
tveu	公信
tveu	介绍信
tvev	公雞
tvev	公仔
tvex	公务
tvf	钅
tvfb	公权
tvfd	银杯
tvfe	𮬚
tvff	⻐
tvfh	公元
tvfh	银元
tvfk	银两
tvfl	银杏
tvfl	𮫴
tvfn	公正
tvfo	𭠲
tvfp	银楼
tvfp	𬩬
tvfs	公權
tvfs	公开
tvfu	𭁓
tvfv	银根
tvfv	枀
tvfv	𩶹
tvg	戗
tvgc	公車
tvgd	银环
tvgd	𡗳
tvge	银匠
tvge	𢎦
tvgf	公式
tvgg	戗
tvgi	创面
tvgk	公理
tvgo	𩹧
tvgt	鯵
tvgt	𬭝
tvgt	𱭞
tvgv	公子王孫
tvgv	公子王孙
tvhc	公车
tvhd	瓮城
tvhe	公釐
tvhg	公干
tvhh	公款
tvhi	创世
tvhl	仓颉
tvhm	创刊
tvhs	公示
tvhu	公平
tvhu	公報
tvi	钇
tvia	银河
tvia	乮
tvib	公決
tvib	银汉
tvie	仓
tvie	公派
tvie	介绍所
tvie	𠆤
tvif	创新
tvif	创举
tvif	公举
tvig	创汇
tvih	公法
tvii	公立
tvii	创立
tvij	公章
tvij	创意
tvij	锦绣河山
tvik	公测
tvim	公測
tvio	公演
tvio	公房
tvio	仓房
tviq	公海
tvis	𱏸
tviu	𢩥
tviv	公婆
tviv	铺张浪费
tvj	锱
tvjf	䲃
tvjf	𬭲
tvjk	公映
tvjs	银山
tvjt	鯔
tvjt	锱
tvk	𫓦
tvkf	公開
tvkf	𤗓
tvkr	𰃠
tvks	公里
tvks	𣌶
tvks	𫚅
tvkt	𰃠
tvku	𱆼
tvkv	公關
tvkw	铁丝网
tvkw	公网
tvkx	创见
tvky	䰵
tvl	钌
tvlf	𰔅
tvlk	镪
tvll	公器
tvll	银器
tvlo	片纸只字
tvlu	𰒻
tvlv	创口
tvlv	鮐
tvlv	𠈂
tvlv	𬭀
tvly	𩵌
tvm	创
tvmd	创
tvmd	𠛀
tvme	公眾
tvmh	公署
tvmi	𭁎
tvmn	锰
tvmn	鯭
tvmn	𤗖
tvmo	𭁅
tvn	银
tvnb	镴
tvnb	鱲
tvne	公路
tvnf	公园
tvnh	公園
tvnl	银圆
tvnp	𪺢
tvns	𫙒
tvns	𰽣
tvnu	创业
tvnu	𪭳
tvnw	䱬
tvny	𮫷
tvoc	公安
tvod	公家
tvod	公害
tvod	颂读
tvod	钑
tvod	魥
tvod	𠬬
tvod	𢪳
tvoe	公诉
tvof	公证
tvog	公主
tvok	公寓
tvok	公裏
tvok	公审
tvoq	公審
tvoq	创设
tvot	公交
tvot	公认
tvot	公论
tvou	公敵
tvox	公辦
tvp	铍
tvpb	创痛
tvpe	𭁜
tvpj	公糧
tvpo	公粮
tvpo	𨑪
tvpp	𤖷
tvpt	银粉
tvpv	创痕
tvpw	公文
tvpx	公断
tvpy	鮍
tvq	毤
tvqc	银川
tvqc	鱜
tvqc	𡜎
tvqi	𬭐
tvqi	𬵖
tvqj	𱆨
tvqk	鯴
tvqk	𭣭
tvqm	公衆
tvqm	银币
tvqm	𩒬
tvqr	兊
tvqr	毤
tvqr	𫟵
tvqs	公升
tvqu	𩸰
tvqv	𭽦
tvqy	错综复杂
tvra	银行
tvrb	仓鼠
tvrd	公頃
tvrd	公德
tvrd	公顷
tvre	公稱
tvre	公敌
tvrf	𫖻
tvrh	公積
tvrl	公积
tvrm	创利
tvrm	𬇃
tvro	公馆
tvro	䲲
tvrs	公舉
tvrv	公私
tvry	公称
tvsb	公决
tvse	银花
tvse	𱭙
tvsj	公墓
tvsj	银幕
tvsk	公厘
tvsm	公布
tvsm	𭁍
tvso	𪪳
tvsr	公曆
tvss	鰯
tvst	公共
tvsu	银灰
tvsw	公有
tvsx	公历
tvsy	公营
tvt	镄
tvtb	公分
tvtb	鮄
tvtb	𰓖
tvtb	𰯵
tvtb	𰽱
tvtd	银针
tvte	鮻
tvtf	公會
tvti	钖
tvtk	镄
tvtn	公用
tvtn	自给自足
tvto	银锭
tvts	公会
tvtt	公众
tvtu	劊子手
tvtu	刽子手
tvtv	公公
tvtw	公爹
tvtw	银牌
tvua	公判
tvub	公認
tvub	公證
tvue	公訴
tvuf	公差
tvug	公关
tvuh	公社
tvuh	頌讀
tvuh	仓库
tvur	锦绣前程
tvur	银奖
tvut	公益
tvut	公道
tvut	公論
tvuu	公營
tvvb	公
tvvf	公司
tvvf	银线
tvvg	𱝛
tvvi	创编
tvvk	公子
tvvk	公函
tvvk	银子
tvvk	䱆
tvvl	公了
tvvl	钢丝绳
tvvm	公孙
tvvo	𩻦
tvvp	𱎲
tvvq	公允
tvvq	公孫
tvvt	公費
tvvt	公费
tvvt	手续费
tvvt	鰺
tvvt	𠔭
tvvt	𤗲
tvvv	公斷
tvvv	银丝
tvvv	𩹆
tvvv	𬭂
tvvw	公约
tvwk	创制
tvwl	公告
tvwl	创造
tvwn	公牛
tvwn	𩶢
tvwn	𫓴
tvws	公然
tvwu	𫔒
tvwv	银月
tvww	公物
tvww	针织物
tvwx	公服
tvwx	𤗅
tvx	翁
tvxa	创建
tvxa	𠚅
tvxc	𦫫
tvxc	𨜺
tvxe	创收
tvxe	𪴱
tvxh	𱗣
tvxl	䱂
tvxl	𭠞
tvxm	𩔚
tvxr	鶲
tvxs	𦒥
tvxt	创办
tvxt	公办
tvxu	翁
tvxu	人强马壮
tvxw	魚子醬
tvxx	创出
tvxx	勜
tvxx	𠃽
tvxy	鹟
tvy	鸧
tvya	鸧
tvyc	银色
tvyd	公憤
tvyd	公愤
tvym	𩸹
tvyn	铁了心
tvyn	忩
tvyo	公館
tw	父
twa	爺
twab	父
twab	𤕖
twab	⽗
twac	爺
twal	𤕒
twao	舍生取义
twar	𰭶
twbd	𠛈
twbe	自身难保
twbk	人生观
twbm	父母
twbs	𱹭
twbu	𠔟
twbu	𩹹
twc	爸
twcb	爸
twcd	爹媽
twcf	𨚅
twck	鮑
twck	铇
twco	爹孃
twco	爹娘
twcv	父女
twcx	爹妈
twd	牌
twdc	劉邦
twdh	牌
twdh	长生不老
twdh	䱝
twdh	𫠍
twdh	𰾎
twdm	𩔹
twdo	𰠌
twdq	𰠋
twe	斧
tweb	魚肚白
twef	锥体
twei	牌位
twej	斧
twej	𣃋
twem	𫿿
twem	𱡬
twer	𪂥
twex	𪺜
twey	父愛
twey	父爱
twey	鯓
twf	铩
twfa	𤕎
twfb	父权
twfe	人造棉
twfe	𩺕
twff	父本
twfl	斧頭
twfl	牌樓
twfm	𤕙
twfn	斧正
twfp	牌楼
twfp	销售一空
twfq	𩻈
twfs	父權
twfs	锥形
twfs	𤕑
twfu	𱭊
twfv	铩
twfv	𣓞
twfv	𩶼
twfv	𮬏
twg	𰽫
twgb	自告奮勇
twgb	自告奋勇
twgc	𭶼
twgd	𬋻
twgi	牌匾
twgo	𤤎
twgp	𬨫
twgv	父王
twgy	剑胆琴心
twgy	鮏
twh	釜
twhc	𤕓
twhj	㸙
twhl	鯛
twhl	𬭕
twho	牌坊
twhp	𨗾
twhr	父老
twhr	𪄇
twhs	鰶
twhu	釜
twi	锥
twib	𱁅
twif	父親
twif	父亲
twik	魚肝油
twiq	劉海
twiy	䱦
twj	𰾑
twja	𨥫
twjb	牌照
twjb	釡
twje	𤕘
twjf	钥匙
twjs	𤕏
twjt	自然界
twjt	𤱇
twjv	𫓲
twjy	𩸱
twkb	𰠍
twkg	𰾹
twkl	㸗
twkm	鯯
twku	𮮕
twkv	钩虫
twkv	𧉊
twl	锆
twlc	𤕕
twld	自然數
twlg	父輩
twlh	父辈
twlk	销售员
twlq	父兄
twls	牌號
twls	牌号
twlv	锆
twlv	鮈
twlv	鯌
twlv	𤖵
twlv	𭶻
twlv	𮍘
twlv	𰽭
twm	劉
twma	㸘
twmb	𬥐
twmd	劉
twmd	𠈛
twmd	劉
twmi	㸖
twmj	牌桌
twmo	𭶺
twmr	𩙔
twmr	𱉄
twmt	钓具
twmv	𫷁
twmy	𢤐
twnu	斧鑿
twnu	斧凿
twny	𩵠
two	钓
twod	钓
twod	魡
twom	镌刻
twov	𱆥
twpc	自然数
twpg	牌类
twpm	䱡
twpm	𲈈
twpo	𰻄
twps	牌類
twpw	八股文
twq	钎
twqb	父系
twqf	分身乏术
twqh	钓竿
twqk	𰿆
twqq	钓船
twqr	铣
twqr	分身乏術
twqr	𩶤
twqy	钓鱼
twqy	𩵞
twr	爹
twra	钓饵
twrb	𤕗
twrh	𭶽
twrj	锸
twrj	牐
twrj	牐
twro	𩾿
twro	𪆱
twrr	爹
tws	钧
twse	钧
twse	自身難保
twsg	斧头
twsi	自然資源
twsi	自然资源
twsj	𪺦
twsl	人生觀
twsm	鯑
twsv	𮫶
twsw	自然而然
twsw	𲌹
twsy	𱞲
twt	铢
twtb	铢
twtb	鮢
twtb	㸡
twtf	自生自灭
twti	自生自滅
twti	魩
twti	䥼
twti	𢪥
twtw	爸爸
twtw	爺爺
twtw	爷爷
twtx	𤗠
twty	锪
twty	牎
twty	𬭥
twu	𲈔
twua	𰾡
twud	舍生忘死
twuh	𨱓
twuk	𩳈
twuk	𧒦
twuk	𬋼
twul	劉禪
twup	𤗧
twur	𫟽
twus	𩺖
twut	𤕛
twuy	𩹷
twv	钥
twva	镌
twva	𩺫
twvb	䏌
twvk	父子
twvk	牌子
twvk	斧子
twvk	坐月子
twvk	钩子
twvk	锥子
twvl	貧鈾彈
twvu	𦙚
twvv	钩
twvv	𤖮
twvv	𩵻
twvy	𩵺
twwa	𩵲
twwb	𩽧
twwd	𠌂
twwf	𫟶
twwi	𨾝
twwj	𨥏
twwn	𭷕
twwo	𪺛
twwo	𰾏
twwo	𲌸
twwv	𩸀
twwv	𬭖
twww	𩳬
twx	爷
twxa	𠚁
twxb	𩸤
twxe	鯼
twxe	𩼕
twxe	𰾞
twxj	爷
twxl	創造力
twxl	创造力
twxl	𩶵
twxq	𩷇
twxx	𩺥
twxx	𪺜
twyd	貪生怕死
twyd	贪生怕死
twyj	牌九
twym	钻牛角尖
twyn	锥心
twyw	創造性
twyw	创造性
tx	迎
txa	键
txab	迎娶
txai	迎接
txam	𧗃
txav	𫙟
txav	𰓪
txax	键
txax	迎击
txax	鰎
txax	𰔑
txbu	𩷅
txca	𭯰
txct	自卫队
txcv	𡚶
txda	人盡其才
txdl	迎來
txdm	𩑝
txdr	长驱直入
txdv	𱳲
txe	䥽
txeb	鰼
txeb	𤗨
txed	键值
txeh	𩷊
txeh	𭠰
txei	键位
txej	自以爲是
txen	迎候
txeo	䥽
txeo	𰠝
txew	自以爲
txf	鱘
txfa	鱘
txfa	𢒫
txfb	𪔥
txfc	𨟈
txfe	𫿆
txfi	𣶒
txfi	𬻂
txfk	𩺉
txfl	迎頭
txfp	迎来
txfp	𨓯
txfw	自力更生
txgg	𢦳
txgi	迎面
txgj	迎春
txgu	𬭹
txgx	迎擊
txhf	𩻽
txhu	𱐏
txhv	𭍻
txi	钆
txia	𬼗
txib	𢖩
txie	亾
txif	迎新
txik	臫
txip	𤖨
txir	坐收漁利
txir	坐收渔利
txiy	䰲
txj	卬
txja	卬
txjk	𰆏
txjt	𤱚
txka	𩺎
txkh	䱚
txkh	𩸙
txkh	𲈊
txkp	𢻲
txkp	𩻸
txks	迎上
txl	𰽖
txla	𩦻
txla	𭄠
txla	𮌩
txlc	𨟌
txle	𭄞
txll	迎戰
txln	𱐮
txlq	𡢔
txlu	劧
txlv	𩶛
txlw	𩸠
txly	𩵓
txm	𨰾
txmh	𲈤
txml	迎战
txmn	𬐗
txni	𢌘
txnu	𢌜
txod	𠄓
txoe	迎宾
txof	迎賓
txoj	自以為是
txoj	自以为是
txou	迎敵
txow	自以為
txox	自以为
txpo	迎
txpo	𨑟
txqc	𩺐
txqd	𩣈
txql	鮶
txqm	键盘
txqm	𧠬
txqp	𲇶
txqr	钟灵毓秀
txqr	㠩
txqw	迎风
txre	迎敌
txrf	迎風
txrl	键名
txrr	坐以待毙
txru	坐以待斃
txru	键入
txsg	迎头
txsu	铩羽而归
txt	镠
txtb	键钮
txtb	𩶚
txtf	鱐
txti	𠆹
txtt	镠
txtt	𬵩
txu	䦀
txuv	𱆲
txuy	鮙
txv	卿
txva	𢑏
txvc	𨜊
txvf	𩽙
txvh	𡿬
txvq	𭡰
txvx	鯽
txvx	卿
txwa	鱂
txwv	𣍢
txxa	𨱄
txxa	𩶌
txxd	全力以赴
txxe	𢼠
txxt	人以群分
txxt	人以羣分
txy	锓
txyb	锓
txyb	鮼
txye	迎合
txyf	用盡心機
txym	鯞
ty	魚
tyal	长恨歌
tybo	魚叉
tybr	魚尾
tyc	铯
tycb	铯
tycb	息怒
tycb	𫙙
tycf	鄎
tycv	人心隔肚皮
tydb	魚翅
tydc	自愧不如
tydd	人心不古
tydd	八九不離十
tydd	八九不离十
tyde	坐懷不亂
tydi	全軍覆没
tydi	全軍覆沒
tydi	全军覆没
tydj	自食其果
tydj	魚雷
tydj	魚乾
tydj	长命百岁
tydm	𩔨
tydq	自命不凡
tydr	坐怀不乱
tydu	自食其言
tydx	自食其力
tye	铪
tyel	𩹕
tyeu	𭠫
tyey	鮯
tyf	魚
tyff	⿂
tyfk	魚刺
tyfl	魚頭
tyfm	鰤
tyfr	自慚形穢
tyfr	自惭形秽
tygc	鯶
tygi	人心叵測
tygi	人心叵测
tygv	含飴弄孫
tyhd	人情世故
tyhh	𩽸
tyhu	魚塘
tyic	魚池
tyik	魚油
tyj	𫟲
tyjo	息影
tyjy	𩵍
tykb	魚蝦
tykb	𫙿
tykd	𱆰
tykf	人命關天
tykh	魚水
tykt	魚肉
tykt	息肉
tyl	镵
tyld	鱌
tylh	人情味
tylo	镵
tylo	㸥
tylo	𩸃
tylo	𩽝
tylq	鮸
tyls	𩺒
tyls	𰾠
tyma	鿭
tyma	𩶗
tyme	魚販
tymg	魚骨
tymh	𠒸
tymu	𥄘
tymv	𫺱
tyn	息
tyn	𲇴
tyne	𰐼
tynk	息
tynm	𬵻
tynn	𱞍
tynp	𬌓
tynp	𬌔
tyns	𬎽
tyny	𩵽
tyod	𮫰
tyom	铭心刻骨
tyos	用心良苦
typo	𩺬
typo	𬭨
typs	魚類
typs	邊角料
typt	魚粉
tyq	铋
tyqj	𩵨
tyqk	𫙵
tyqp	铋
tyqp	鮅
tyqp	𰠜
tyqr	魫
tyqr	𬬵
tyre	𦧰
tyrj	䱤
tyrn	𢥷
tyro	𪃼
tyrq	魚種
tysa	𩛁
tysf	䥾
tysj	魚苗
tysj	䱴
tysl	魚唇
tysu	𤗻
tysv	鮠
tysv	𰽺
tysw	魚脣
tysw	䱭
tyt	搿
tyth	𰾉
tyti	全心全意
tytl	𮍛
tytn	𧣉
tytn	𩷛
tyto	魚卵
tytp	魚鱗
tytp	魚片
tytu	镎
tytu	搿
tytw	䲒
tytw	𨱕
tytx	𫺽
tyue	魚鷹
tyuf	人命关天
tyvi	𩵜
tyvp	魚皮
tyvv	𩹑
tywe	手忙腳亂
tywf	魚缸
tywj	铝合金
tywr	手忙脚乱
tyww	含情脉脉
tyww	魚鉤
tyww	含情脈脈
tyww	魚鈎
tywy	鰞
tyx	铮
tyxj	𩸍
tyxj	𫧻
tyxq	魚群
tyxq	魚羣
tyxu	𩻵
tyxv	铮
tyxv	䱢
tyxv	𫓮
tyya	魚餌
tyyo	魚丸
tyyo	𱟴
tyyq	𪬤
tyyy	人心惶惶
u	着
ua	半
uaa	讘
uaaa	讘
uaaa	㸎
uaae	半拍
uaag	半掩
uaai	半拉
uaak	灯下
uaam	烧掉
uab	諏
uabd	广播剧
uabd	𤆻
uabe	言欢
uabi	𫧟
uabl	半壁
uabl	𪸳
uabs	灯展
uabs	𧭍
uabs	𰟪
uabu	諏
uabu	𢈾
uabu	𤏌
uabu	𭴻
uabv	廳局
uabv	廳級
uabw	訂約
uaby	烧鸡
uac	討
uac	𬉴
uaca	討
uacs	𥘑
uact	訂婚
uacu	討嫌
uacu	𫷦
uacv	討好
uacv	訂好
uacv	𡛤
uad	庪
uadb	庪
uadc	討要
uadd	烧碱
uadg	半截
uadh	半票
uadh	訂票
uadj	應接不暇
uadj	半百
uadj	应接不暇
uadk	𬱙
uadm	頖
uadm	𱂖
uado	言过其实
uadr	半死
uadv	烧成
uady	廰
uae	叛
uaeb	叛
uaeb	叛亂
uaeb	言辭
uaec	𡞟
uaed	半價
uaed	訂做
uaeg	討伐
uaeh	討債
uaej	半仙
uaem	判处
uaeq	烧伤
uaer	訂貨
uaet	半价
uaev	炼乳
uaew	判爲
uaf	言
uafa	席捲天下
uafd	烧杯
uaff	記事本
uaff	訁
uaff	⾔
uafg	半天
uafg	灯盏
uafn	訂正
uafo	灯柱
uafp	席捲一空
uafs	判刑
uafs	討巧
uafs	許可權
uafs	半形
uafu	𰅼
uafx	𧦉
uag	廳
uagf	半球
uagj	𢊺
uagj	𥛽
uagy	廳
uaha	廳長
uahe	烧麦
uahe	𠦻
uahi	半世
uahj	半場
uahj	應聘者
uahj	应聘者
uahj	烧煮
uahm	烧到
uahs	灯塔
uaht	𰅿
uahu	訂報
uahv	討教
uahv	半坡
uahv	半场
uaib	判決
uaif	訂親
uaif	𭁑
uaig	烧酒
uaih	訂户
uaih	訂戶
uaii	訂立
uaij	半音
uaik	炼油
uaik	灯油
uail	誇下海口
uail	半部
uais	訂滿
uaiw	灯泡
uaja	半时
uajh	半時
uajo	灯影
uajr	半晌
uajs	半山
uajs	𰧮
uajv	半日
uajw	判明
uakh	烧水
uaki	判赔
uakj	𢈤
uakr	廳內
uakt	廳内
uakt	訂閱
uaku	訂閲
uaku	𢇗
uakv	𧏛
ual	訶
uala	𲁶
ualc	𨚚
uald	半數
uald	討喫
uald	訂數
ualf	𤉁
ualg	𧬼
ualk	炊事员
uall	訂單
uall	謌
uall	𦏤
ualm	炊事員
ualn	𭅢
ualq	討吃
ualt	言喻
ualv	炣
ualv	訶
ualv	𠲑
ualv	𥘫
ualv	𪪚
ualw	判別
ualx	判别
ualx	𧨴
uam	判
uamb	𢉯
uamd	判
uamd	廣播劇
uame	判處
uamf	討還
uamg	討賊
uamh	灯光
uami	判賠
uaml	判罪
uaml	半点
uamm	灯罩
uamo	判罚
uamq	广东省
uamr	訂餐
uamr	鵥
uams	訂購
uamt	灯具
uamu	判罰
uan	灯
uana	訂
uane	半路
uang	叛國
uang	叛国
uanh	廳堂
uanj	半旧
uanl	半圓
uanl	討回
uanl	半圆
uanm	半點
uanm	半步
uann	叛黨
uanq	叛党
uans	妄下雌黃
uans	妄下雌黄
uans	𪟶
uanu	半圈
uanu	庁
uaoa	𭁙
uaob	判官
uaoc	判案
uaod	判读
uaoe	半夜
uaof	判定
uaof	言语
uaog	𭁌
uaom	灯市
uaoo	𪟸
uaop	灯谜
uaot	言论
uaou	言谈
uaou	言说
uaov	言词
uaov	判词
uaow	判為
uaox	判为
uapb	叛变
uapc	言之
uapc	半数
uapf	半空
uapi	言下之意
uapo	𨒃
uapo	𫐤
uapp	神採奕奕
uapw	𪪐
uapx	叛離
uapx	判断
uapx	叛离
uaq	烧
uaqa	半年
uaqa	烧鹅
uaqa	𰞌
uaqd	灯笼
uaqf	灯箱
uaqg	言重
uaqh	烧
uaqo	灯管
uaqp	𥘔
uaqp	𲁡
uaqs	叛逃
uaqu	𬑵
uar	𪸥
uara	言行
uara	誀
uarb	半径
uard	叛徒
uare	烧饭
uarf	半徑
uarf	烧毁
uarj	半島
uarj	烧香
uarl	言和
uarl	半程
uarm	廳外
uaro	言辞
uaro	炼狱
uarq	灯饰
uars	单打独斗
uars	𥙟
uaru	烧饼
uarx	叛乱
uarx	𱫾
uasb	判决
uasd	㪵
uase	灯花
uase	烧菜
uasg	灯头
uasj	討厭
uasj	灯草
uasl	言歡
uasq	鶯歌燕舞
uast	謀事在人
uasu	烧荒
uasw	半舊
uasx	灯节
uasy	灯芯
uatb	半分
uatf	烧钱
uatk	炼钢
uatp	半邊
uatq	炼铁
uats	灯会
uatt	𥙽
uatu	道聽途説
uatu	道聽途說
uaua	誤打誤撞
uaub	叛變
uaub	許可證
uauf	言語
uaug	𥜁
uaug	𱬏
uauh	美聯社
uauh	判讀
uauh	烧烤
uauh	美联社
uauh	𱍰
uauj	𧪽
uauj	𪹓
uauj	𬓎
uauk	灯烛
uauo	半推半就
uaur	言聽計從
uaus	烧瓶
uaus	言状
uaut	討論
uaut	言論
uaut	半道
uaut	言道
uaut	訂座
uaut	言說
uaut	灯座
uauu	言談
uauu	言説
uauv	言詞
uauv	判詞
uauv	灯火
uauv	烧火
uauw	烧灼
uaux	叛逆
uauy	𱫯
uav	炼
uavh	半
uavh	烧结
uavi	炜
uavi	祎
uavi	𬙭
uavk	爛攤子
uavk	烂摊子
uavl	灯台
uavn	𠦯
uavo	言及
uavt	炼
uavt	烧纸
uavu	𤑿
uavv	判斷
uavv	灯丝
uavx	𤒤
uaw	𤬬
uawa	𧧀
uawa	𡭉
uawd	半腰
uawe	半身
uawg	半生
uawg	討錢
uawg	𦍭
uawj	訂金
uawk	訂製
uawk	炼制
uawl	半句
uawl	訂造
uawn	拳打腳踢
uawn	拳打脚踢
uawo	炼丹
uaws	𥘳
uawu	烧焦
uawu	炼焦
uawv	半月
uax	炖
uaxa	炖
uaxa	訰
uaxa	庉
uaxa	𦍣
uaxh	訂書
uaxi	𧥪
uaxi	𫩉
uaxi	𭁄
uaxk	烧录
uaxp	半边
uaxs	言狀
uaxx	烧出
uaye	討飯
uayg	叛軍
uayh	言情
uayh	討饒
uayh	叛军
uayj	半岛
uayn	烧心
uayn	𢘤
uayt	半角
uayv	兿
uayw	庖丁解牛
ub	變
ubab	記取
ubah	記掛
ubah	𱵛
ubak	記下
ubak	燈下
ubak	彎下
ubal	認可
ubal	戀歌
ubam	證據
uban	羞耻
ubav	𰞇
ubay	變換
ubay	羞恥
ubb	彎
ubba	㽋
ubba	𮎂
ubba	𰫹
ubbb	燈絲
ubbb	諁
ubbb	䄌
ubbb	䍳
ubbb	𠠪
ubbb	𠮓
ubbc	孌
ubbc	𡤨
ubbc	𤈓
ubbc	𤊛
ubbc	𦫲
ubbc	𧩖
ubbc	𧮌
ubbc	𩏹
ubbc	𲆤
ubbd	彎刀
ubbd	卛
ubbd	㪻
ubbe	變
ubbe	㱍
ubbe	變
ubbe	變
ubbf	誦經
ubbf	欒
ubbf	𤌧
ubbf	𥙥
ubbf	𥛋
ubbg	奱
ubbg	𥙸
ubbg	𨏶
ubbg	𪭗
ubbj	巒
ubbj	曫
ubbk	蠻
ubbk	灓
ubbk	𣀵
ubbk	𦇷
ubbl	㘘
ubbl	𪸲
ubbm	彎眉
ubbm	矕
ubbm	㡩
ubbm	𩪾
ubbn	𣦱
ubbn	𮜭
ubbo	𠨫
ubbo	𤫜
ubbo	𦇥
ubbq	𠙳
ubbr	鸞
ubbr	𣱂
ubbr	𦦽
ubbr	𧟏
ubbr	𩙟
ubbr	𪈮
ubbr	𪈽
ubbr	𪈿
ubbr	𭯮
ubbr	鸞
ubbs	燈展
ubbs	䜌
ubbs	龻
ubbs	𢍶
ubbt	攣
ubbt	變通
ubbt	廢紙
ubbt	臠
ubbu	𢈂
ubbu	𤓖
ubbu	𥘰
ubbu	𧦀
ubbu	𧦫
ubbu	𭵯
ubbv	孿
ubbv	彎
ubbv	變局
ubbv	㝈
ubbv	𥀺
ubbv	𭓝
ubbw	鑾
ubbw	𦣏
ubbw	𨊟
ubbx	𠣈
ubbx	𠮖
ubby	戀
ubby	戀
ubc	羞
ubc	炄
ubca	䚼
ubcf	𨛂
ubcg	羞
ubcg	變陣
ubci	应对如流
ubct	廢除
ubct	證婚
ubcv	變好
ubd	禒
ubd	灱
ubda	𰴩
ubdb	記起
ubde	變故
ubdg	記載
ubdg	變遷
ubdg	䛯
ubdg	𡱨
ubdg	𤉸
ubdg	𥚑
ubdg	𦎠
ubdh	廢票
ubdj	蠻幹
ubdk	變電
ubdk	𱫜
ubdm	認真
ubdm	謴
ubdm	𤎽
ubdr	单刀直入
ubds	禒
ubds	䛹
ubds	𥘉
ubds	𤊺
ubdt	单刀赴会
ubdv	變成
ubdy	𧫞
ubee	變質
ubee	神經質
ubee	證僞
ubei	變位
ubej	𭚃
ubeo	記住
ubeo	證偽
ubeq	認作
ubeq	變作
uber	變化
ubes	𤍑
ubew	認爲
ubew	變爲
ubew	證件
ubey	戀愛
ubey	記仇
ubf	證
ubfa	首屈一指
ubfa	羞于
ubfa	𤒔
ubfa	𫍄
ubff	𥛈
ubff	𧪀
ubfj	變更
ubfk	祿
ubfk	𧨹
ubfk	𤊒
ubfl	變速
ubfl	燈頭
ubfl	𢉫
ubfm	變相
ubfo	烃
ubfo	羟
ubfo	記述
ubfo	燈柱
ubfo	𧧫
ubfs	變形
ubfs	蠻橫
ubfu	燈
ubfu	證
ubfu	變樣
ubfu	首尾相應
ubfu	首尾相应
ubfv	蠻勁
ubfv	𧨇
ubfx	記功
ubgd	變大
ubge	變革
ubgf	變奏
ubgf	首發式
ubgg	燈盞
ubgm	變現
ubgt	認輸
ubgv	蠻夷
ubh	廜
ubha	𭵻
ubhh	變卦
ubhj	記者
ubhj	訓練場
ubhj	廜
ubhj	𧬅
ubhk	𤌆
ubhl	燈臺
ubhm	廢墟
ubhm	變賣
ubhr	變老
ubhs	燈塔
ubht	羞赧
ubhv	𡉢
ubhv	𤇂
ubib	燈紅酒綠
ubib	羞澀
ubib	羞涩
ubif	廢渣
ubif	認親
ubih	變法
ubih	認清
ubih	記法
ubij	半壁江山
ubij	變音
ubik	燈油
ubik	廢油
ubik	焗油
ubio	廢液
ubio	變涼
ubiw	燈泡
ubiw	認準
ubj	記
ubj	𬉺
ubja	記
ubjb	證照
ubje	變暖
ubjf	變量
ubjo	燈影
ubjs	變異
ubjs	䛝
ubjt	𭴶
ubjt	𰞬
ubjw	證明
ubjw	變易
ubjw	認明
ubkf	認同
ubkh	廢水
ubkk	爥
ubkk	𫍘
ubkp	𧭟
ubks	彎曲
ubks	戀曲
ubks	戀上
ubkw	䜄
ubkw	𥛹
ubkx	𧬲
ubl	詔
ublc	𰞸
ubld	變數
ubld	記數
ubll	廢品
ubll	戀戰
ublo	廦
ublo	𤐙
ubls	記號
ublv	詔
ublv	炤
ublv	祒
ublv	𢈆
ublv	𢋶
ublw	訣別
ublx	訣别
ubm	煝
ubma	變小
ubmb	𢊟
ubmg	䍭
ubmh	燈光
ubmh	記賬
ubmk	變體
ubml	認罪
ubmm	燈罩
ubmp	𮞧
ubms	認購
ubmt	燈具
ubmu	認罰
ubmu	煝
ubmu	𥚵
ubmu	𱲸
ubmu	𱲼
ubna	𦎾
ubnb	𤆿
ubnb	𧦾
ubnd	𤌐
ubne	彎路
ubni	廢止
ubnl	變回
ubnm	變頻
ubno	𣍄
ubnp	記過
ubnx	廢黜
ubo	認
ubob	證實
ubod	戀家
ubod	訳
ubod	訒
ubod	訍
ubod	𥘓
ubod	𪸐
ubod	𭴐
ubof	認定
ubof	𫌹
uboi	遵紀守法
ubol	記熟
ubom	燈市
ubon	譅
ubon	䜀
ubop	𧭋
ubor	普通话
ubos	烬
ubot	羞於
ubov	廢棄
ubov	神經衰弱
ubov	認字
ubow	記牢
ubow	認為
ubow	變為
ubox	謘
uboy	認
uboy	𤉃
uboy	𥚆
ubpe	訣竅
ubpf	神經病
ubpm	𤍝
ubps	廢料
ubpy	燃眉之急
