a	把
ueea	應付
ueeb	𮘓
ueee	丬
ueee	䒑
ueee	⺦
ueee	リ
ueef	𤌵
ueei	焮
ueek	鷹爪
ueek	鹰爪
ueem	䜠
ueen	䛘
ueen	𭴞
ueen	𭵂
ueeo	應邀
ueeq	𬊠
ueer	腐化
uees	前倨后恭
ueev	腐乳
ueev	前仆后继
ueew	應爲
ueey	前仰后合
uef	詬
uefc	𧧊
uefg	𤋡
uefi	𢇹
uefi	𧦺
uefj	𤉴
uefk	訴求
uefq	煅
uefs	腐朽
uefs	北愛爾蘭
uefs	訴權
ueft	总的来看
uefu	𢊒
uefv	庥
uefv	烌
uefv	䛙
uefv	𤊕
uefw	𬢷
uefy	𲁼
ueg	煌
uega	𬣋
uega	𱫷
uegd	䜂
uegd	𧨞
uegi	應酬
uegn	諻
ueh	煖
ueha	庭長
ueha	䚺
uehb	應聲
uehb	煖
uehb	諼
uehd	府城
uehe	𭣣
uehf	𤇧
uehg	䍩
uehk	𪸽
ueho	炇
ueho	𭴅
uehs	應考
uehv	𮘮
uehw	𢻬
uei	炊
ueia	䚿
ueid	鷹潭
ueid	鹰潭
ueie	鷹派
ueie	鹰派
ueig	𭭋
ueii	𬊸
ueiu	𢇣
ueiw	𣢅
uej	炘
ueja	訢
uejd	𢊵
uejh	應時
uejo	應景
ueju	庍
ueka	𧦐
ueke	腐败
uekh	𤌁
uekk	送貨上門
uekn	應門
ueko	應由
uekp	送货上门
uekr	府內
ueks	府上
uekt	府内
uekv	𧪒
uekv	𭵔
uekv	𮳩
uel	烙
ueld	腐叶
uelf	𢉣
uell	應戰
uell	譑
uell	燆
uell	㢗
uelv	詻
uelv	烙
uelx	調兵遣將
uem	爝
uema	𧪥
uemb	𤓡
uemc	𪺆
ueme	討價還價
ueme	腐敗
ueml	䛮
uemm	奖优罚劣
uemt	炊具
uemt	𢊐
uemu	唐伯虎
uemu	謕
uemu	𢊀
uemv	羊質虎皮
uemv	羊质虎皮
uemv	䛲
uemv	𱍲
uemw	𤋠
uemx	𪺄
uena	䚾
ueng	𧭎
ueng	𫸆
uenj	應當
uenj	㷔
uenj	𮘦
uenl	𢊉
uenn	𢉇
uenr	𪪦
uenu	應對
uenu	𢇦
uenw	𡔞
ueo	訴
ueoa	訞
ueod	𤇚
ueoe	譤
ueoe	燩
ueok	庭审
ueol	腐熟
ueoo	背信弃义
ueoo	𱪭
ueoq	庭審
ueot	應於
ueou	背信棄義
ueou	應敵
ueou	𭙖
ueow	應為
ueoy	装傻充愣
uepd	𮞔
uepf	詬病
uepj	談何容易
uepo	𧭇
uepv	烙痕
ueqa	𢈄
ueqk	腐竹
ueql	應知
ueqm	𤉔
ueqm	𧧻
ueqp	變化無窮
ueqr	𦎔
ueqr	𧧲
ueqs	𤊚
ueqv	府第
ueqy	應答
uer	訛
uerb	前仆後繼
uerd	烨
uerd	𱽣
uere	訴稱
uerf	應徵
uerf	言近旨远
uerh	言近旨遠
ueri	變化多端
ueri	炛
ueri	𤆷
ueri	𤈥
uerj	應得
uerj	熖
uerj	謟
uerk	腐蚀
uerl	應和
uerq	廏
uerq	廐
uerr	㢋
uerr	𢋥
uerr	𧩀
uers	前倨後恭
ueru	烙饼
uerx	𤊵
uerx	𪪗
uery	前仰後合
uery	𢈕
uery	𮘌
ues	諈
uesb	諍友
uesb	𢉏
uesd	訴苦
uese	訴願
uese	炵
uese	庝
uesf	𣛙
uesf	𭶒
uesh	腐葉
uesi	變化莫測
uesj	諈
uesj	𭙣
uesj	𱫘
uesm	𧭕
uesq	鷹犬
uesq	鹰犬
uess	前后左右
uest	𬣈
uesw	應有
uetc	應付自如
uetc	应付自如
uetd	𦎊
uetd	𪪑
uetd	𮳟
uetf	𱻍
uetf	半斤八兩
uetf	烙印
uetf	半斤八两
uetf	𧭯
ueth	庭长
ueti	𰞦
uetl	䛮
uetn	應用
ueto	𱻍
uetq	烙铁
uets	腐臭
uets	𤈰
ueua	煅烧
ueua	𧪄
ueua	𰟁
ueub	應變
ueud	烽煙
ueud	炊煙
ueue	煌煌
ueue	應訴
ueue	𡕸
ueug	應試
ueug	𱫦
ueuh	訴諸
ueuh	煅燒
ueuh	关停并转
ueuk	腐爛
ueun	烽烟
ueun	炊烟
ueuo	應該
ueuo	烽火
ueuq	訛詐
ueuq	應許
ueur	半信半疑
ueur	将信将疑
ueut	訴訟
ueut	訴說
ueuu	訴説
ueuu	烽燧
ueuu	腐烂
uev	爍
ueva	𧥰
ueve	𭵘
uevf	𧭥
uevg	謑
uevg	𤌳
uevk	應承
uevk	烰
uevl	説白了
uevl	說白了
uevq	應允
uevq	𢉡
uevx	𢉚
uevx	𦎞
uew	鷹
uewa	𢋩
uewc	𡢦
uewc	𬪚
uewd	烙鐵
uewd	𩦵
uewg	腐生
uewh	言傳身教
uewh	言传身教
uewi	䧹
uewk	應制
uewk	𲀌
uewl	噟
uewl	𤏔
uewl	𭚑
uewm	𥊹
uewm	𧸛
uewm	𩪠
uewo	熎
uewo	謡
uewo	𤆡
uewr	𪈠
uewr	𪈾
uewu	譍
uewu	𢋗
ueww	膺
ueww	譌
ueww	𢊯
ueww	𤎶
uewy	鹰
uewy	𮩕
uex	庭
uexe	應收
uexf	應盡
uexk	應力
uexn	烶
uexn	誔
uexq	府尹
uexq	𰏾
uexs	訴狀
uexv	䍵
uexv	諍
uexv	𧬦
uexv	𪸾
ueya	𬋊
ueyb	䛵
ueyb	𤊐
ueyb	𬊺
ueye	燰
ueye	𮙀
ueyg	應運
ueyg	𪹍
ueyh	言爲心聲
ueyi	𢜦
ueyj	𭴍
ueyk	腐蝕
ueyn	䶴
ueyu	烙餅
ueyu	北爱尔兰
ueyw	𤏥
ueyx	應急
ueyy	訴冤
uf	語
ufa	訏
ufac	煿
ufac	䍸
ufac	𬢫
ufal	差事
ufal	差可
ufal	师哥
ufal	师职
ufam	将功折罪
ufao	𤆜
ufat	語聊
ufau	訏
ufau	㡰
ufau	𮳓
ufay	床垫
ufay	𢌖
ufbd	𱐡
ufbf	語彙
ufbf	差劲
ufbm	师母
ufbo	前功尽弃
ufc	焐
ufcf	𨛌
ufch	师妹
ufcl	𢈪
ufcm	师姐
ufco	师娘
ufco	师院
ufcs	差异
ufcw	誣陷
ufcy	誣陷
ufd	庑
ufdb	言无不尽
ufdd	美梦成真
ufdf	語感
ufdg	𢉽
ufdg	𤋹
ufdm	𩓮
ufdo	𭴊
ufdo	𰕰
ufds	説一不二
ufds	說一不二
ufdt	前无古人
ufdu	語焉不詳
ufea	𧭉
ufeb	𧨿
ufeb	𫷰
ufed	差價
ufed	差值
ufee	师伯
ufef	唐三彩
ufef	师傅
ufef	装模作样
ufei	床位
ufel	義正辭嚴
ufeo	𤐨
ufet	差价
ufev	煉乳
uffa	𢊢
uffa	𤓣
uffe	鄭板橋
uffe	郑板桥
uffe	单元格
uffe	𢋤
uffe	𢋮
ufff	𢌑
ufff	𢊲
ufff	𤏗
uffg	床頭櫃
uffh	𢋎
uffh	𤐖
uffi	㡷
uffi	㶱
uffi	𧦹
uffj	床榻
uffl	誣賴
uffl	語速
uffl	床頭
uffl	𢊠
uffn	𪹵
uffq	𫍉
uffr	麿
uffs	𬋔
ufft	𢒹
ufft	𪹡
uffv	差勁
uffv	諃
uffv	𤊩
uffv	𭪑
ufgc	䡨
ufgd	师大
ufgd	䚶
ufgf	𧬩
ufgl	㶺
ufgn	𪸵
ufgo	𧨩
ufgo	𨢚
ufhb	語素
ufhi	語境
ufhr	师表
ufhu	床墊
ufhu	归根到底
ufhw	䛃
ufhw	𦍘
ufhw	𪸑
ufhx	单枪匹马
ufic	差池
ufih	語法
ufij	語音
ufik	煉油
ufil	师部
ufio	廂房
ufio	𤆂
ufja	䛩
ufjf	𬊩
ufjj	𤐀
ufjj	𤓗
ufjm	𱫽
ufjr	諌
ufjr	䍶
ufjs	差異
ufjw	𢋬
ufjw	𧨒
ufjw	𪸫
ufjw	𭙜
ufjy	单相思
ufjy	席梦思
ufjy	䜑
ufjy	𪹪
ufk	炳
ufka	𭙥
ufkb	𬊎
ufkf	㢀
ufkf	𤉑
ufkf	𧧒
ufkf	𬊃
ufki	普天同慶
ufki	廲
ufki	𢌒
ufkl	𪉵
ufkm	将功赎罪
ufkm	师叔
ufko	𢈝
ufko	𧧷
ufko	𬊋
ufks	床上
ufkt	𤑣
ufkt	𦟎
ufkt	𧦿
ufku	普天同庆
ufkv	㶹
ufkv	𤈃
ufkx	𧦏
ufky	𢝦
ufky	𪹄
ufla	𢊍
ufla	𤌦
uflc	𪪘
ufle	𣣔
uflf	𢌐
uflf	𩐕
uflj	煏
uflj	諨
uflj	𫢄
uflk	差遣
uflk	𬋍
ufll	變速器
ufll	床單
uflm	㸊
uflm	𢉨
uflm	𢋷
uflm	𤊶
uflm	𧩲
ufln	䛿
ufln	𧬭
ufln	𩰱
uflp	𧫻
uflp	𱝇
uflq	师兄
uflu	㢄
uflu	䛠
uflu	𭴧
uflv	誎
uflv	𢈠
uflv	𦎏
uflw	差別
uflw	𤈆
uflw	𧧅
uflx	差别
ufm	廂
ufmb	熕
ufmc	齹
ufmd	𠞊
ufme	𫿹
ufmf	𮘢
ufml	差点
ufmm	床罩
ufmo	烞
ufmp	𨒾
ufmq	廣東省
ufmt	𱜣
ufmu	座无虚席
ufmv	师
ufmv	䍨
ufmv	𪪌
ufmv	𱜢
ufmv	𮳖
ufmw	𬯷
ufmy	𤐾
ufn	煉
ufna	师团
ufne	𧭲
ufne	𰞺
ufng	差距
ufng	师恩
ufng	𤒊
ufni	証
ufni	望梅止渴
ufni	炡
ufni	𪪎
ufnm	差點
ufnu	諫
ufnu	北極圈
ufnu	北极圈
ufnu	𤎄
ufnu	煉
ufnx	𠣂
ufnx	𬺎
ufo	差
ufoa	訌
ufod	訹
ufod	炢
ufoe	差額
ufoe	差额
ufoi	𬋞
ufoj	庆功宴
ufol	差误
ufoo	盖棺论定
ufoo	灴
ufoo	𰝷
ufop	𮘣
ufoq	差旅
ufoq	师训
ufoq	师旅
ufos	語塞
ufot	𢰣
ufpa	将功补过
ufpf	語病
ufpm	𫷬
ufpn	师门
ufps	語料
ufpw	語文
ufqb	語系
ufqe	逆来顺受
ufqj	𱽟
ufqm	誣衊
ufqp	語氣
ufqv	𰏷
ufrd	师徒
ufrd	师德
ufre	𢌉
ufre	𱾵
ufrn	論功行賞
ufro	𪁱
ufrq	差役
ufrq	語種
ufrr	𡗂
ufru	煉獄
ufru	总工程师
ufsb	𫷰
ufsb	师友
ufsd	𧩗
ufse	师资
ufsg	床头
ufsg	𤏾
ufsi	师范
ufsj	遮天蔽日
ufsj	訮
ufsj	𢇩
ufsj	𱪩
ufsk	𢇡
ufsk	𤆏
ufsk	𤇤
ufsk	𧥦
ufsm	𮘉
ufst	𧨘
ufst	𬣕
ufsx	师专
uft	誣
ufte	𪺈
uftf	床铺
uftf	𧩄
ufth	师长
ufti	望远镜
uftj	𩽫
uftk	䜉
ufto	床邊
ufts	差错
ufts	火树银花
ufts	庆功会
uftt	师从
uftv	师公
uftw	师父
uftw	师爷
uftx	𫤋
ufty	𩺃
ufua	語言
ufua	誧
ufua	𣞇
ufua	𧪰
ufuc	語序
ufud	説東道西
ufud	說東道西
ufug	师尊
ufug	𦎎
ufuh	謝天謝地
ufuh	語義
ufuh	談天説地
ufuh	談天說地
ufuj	床单
uful	差誤
ufun	説三道四
ufun	評頭論足
ufun	說三道四
ufun	广开言路
ufuo	半工半读
ufuo	烳
ufuo	㷢
ufuo	𮳦
ufut	师道
ufuu	半工半讀
ufuu	談一談
ufuu	庯
ufuv	語詞
ufuv	师弟
ufuw	語調
ufuw	床前
ufv	床
ufva	𮗼
ufvf	羥
ufvf	烴
ufvf	誙
ufvf	𤉬
ufvf	𧨯
ufvf	𮙂
ufvj	𧪽
ufvj	𪹓
ufvk	师承
ufvo	炑
ufvo	𣏦
ufvo	𢇨
ufvo	𦍝
ufvo	𧦚
ufvp	㿷
ufvs	归根结蒂
ufvu	归根结底
ufvw	杗
ufvw	𣜄
ufwa	𤓭
ufwb	語錄
ufwc	𭚅
ufwf	床鋪
ufwg	师生
ufwh	床脚
ufwk	煉製
ufwl	語句
ufwl	誣告
ufwo	煉丹
ufwp	𮞍
ufws	差錯
ufws	火樹銀花
ufwt	床腳
ufwt	爩
ufwt	𧦯
ufwu	煉焦
ufwv	𲁴
ufxn	誱
ufxn	𢈻
ufxo	前功盡棄
ufxo	𰃝
ufxp	床边
ufxp	𭙨
ufxs	變本加厲
ufxu	𦑺
ufya	𬸐
ufyb	𤓄
ufyj	𧥭
ufyn	𬋆
ufyv	𰏎
ug	送
uga	尊
ugaa	拳打
ugaa	𤮐
ugab	关切
ugac	𤍿
ugae	試聽
ugag	試聽
ugai	养护
ugak	关押
ugal	謳歌
ugal	㢊
ugal	䛴
ugal	𪸴
ugam	关掉
ugam	誊抄
ugam	𠟃
ugao	𤊡
ugao	𧧳
ugao	𮘗
ugao	𰏹
ugap	遵
ugaq	試播
ugar	鷷
ugar	𧪇
ugau	尊严
ugau	关联
ugav	𱂇
ugaw	前車可鑑
ugax	拳击
ugax	送报
ugay	試探
ugay	𫜄
ugb	券
ugbb	遵紀
ugbe	送終
ugbf	試飛
ugbf	遒劲
ugbf	㮡
ugbg	羊絨
ugbh	𧩆
ugbj	巻
ugbj	𢀻
ugbj	𧪧
ugbk	眷屬
ugbm	養母
ugbm	养母
ugbm	㓬
ugbm	𬱋
ugbm	𮨟
ugbp	𫟩
ugbq	眷属
ugbs	絭
ugbt	試紙
ugbu	炬
ugbu	詎
ugbu	眷戀
ugbx	勬
ugby	送給
ugby	养鸡
ugby	𢜂
ugc	庫
ugca	𫌼
ugcb	𪪔
ugcf	郑
ugcf	𨜟
ugcf	𨡡
ugcg	𨌅
ugci	爛醉如泥
ugci	烂醉如泥
ugci	韏
ugcn	養女
ugcn	养女
ugcn	𡞜
ugco	謹防
ugco	关防
ugco	𤉖
ugco	𮝃
ugct	試婚
ugcw	尊姓
ugcy	𧦩
ugd	关
ugda	庆寿
ugda	𮗹
ugdb	𪯅
ugdd	養殖
ugdd	鄭碼
ugdd	养殖
ugdh	養豬
ugdh	奠基
ugdi	誆騙
ugdj	𭚈
ugdj	𰟰
ugdk	送走
ugdl	送來
ugdl	𮡂
ugdm	駦
ugdm	𩔕
ugdo	𡗩
ugdo	𨠫
ugdp	送还
ugdr	試驗
ugdr	送死
ugds	豢
ugds	𫷱
ugdu	庆
ugdu	誇大其詞
ugdv	養成
ugdv	养成
ugdx	郑码
ugea	諽
ugef	𡙅
ugei	尊位
ugei	𣣫
ugej	𤍖
ugen	送修
ugen	𡔨
ugeo	羊倌
ugeo	煂
ugeq	養傷
ugeq	养伤
uger	送貨
uger	送货
ugeu	送信
ugev	養雞
ugew	𦣄
ugey	关爱
ugf	試
ugfa	关于
ugfe	𠔄
ugfg	𤉫
ugfg	𤋷
ugfg	𧩻
ugfg	𫝤
ugfl	拳頭
ugfl	火車頭
ugfl	𪲿
ugfm	試想
ugfn	𩱁
ugfo	試工
ugfo	拳术
ugfo	烒
ugfp	送来
ugfq	关机
ugfr	送檢
ugfs	誇
ugfs	𱪾
ugft	送检
ugft	𧪖
ugfu	試樣
ugfu	𧯦
ugfv	桊
ugfv	遒勁
ugfv	𢋏
ugfx	庆功
ugg	羊
ugga	㽀
ugga	𧥾
uggc	鄭
uggc	試車
uggc	𨞀
uggd	奠
uggd	誇大
uggd	養大
uggd	养大
uggd	𡰙
uggf	䤋
uggf	𧨌
uggg	諓
uggg	⺶
uggg	𢈽
uggg	𦎗
uggg	𪸶
uggg	𲆿
uggg	⽺
uggi	卷面
uggj	譛
uggj	𤏖
uggj	𦏋
uggj	𧫭
uggk	卷軸
uggk	𤎺
uggl	庫區
uggl	𢋔
uggm	讃
uggm	㸇
uggm	𤐒
uggm	𥂴
uggn	拳王
uggn	誆
uggo	𬍢
uggo	𭑢
uggp	送达
uggp	𨗖
uggs	𤡽
uggt	𮡃
uggu	㡲
uggu	𤊖
uggv	𰼍
uggw	送爽
uggx	拳擊
ugh	煃
ugha	酋長
ugha	尊長
ughd	羊城
ughj	試場
ughj	譇
ughk	送禮
ughk	卷轴
ughk	𮍢
ughl	庆祝
ughm	送到
ughm	試刊
ughr	養老
ughr	养老
ughs	䄅
ughu	送達
ughu	送報
ughu	庆幸
ughu	𭙰
ughv	送去
ughw	𤍆
ughx	送礼
ugia	𧩤
ugif	送親
ugif	尊親
ugif	送亲
ugif	尊亲
ugim	火車站
ugio	庫房
ugio	試演
ugio	关注
ugiq	鄭州
ugiq	試産
ugiq	郑州
ugir	養活
ugir	养活
ugiw	眷顧
ugjb	遵照
ugjb	关照
ugjb	𤋓
ugjf	試題
ugjk	試映
ugjk	試崗
ugjm	𪓰
ugjm	𪓵
ugjo	尊崇
ugjr	𬀴
ugjr	𮭎
ugjs	关山
ugjt	𤱵
ugjw	𩴏
ugk	庵
ugkc	䖭
ugkd	㷈
ugkd	䛳
ugke	養蜂
ugke	养蜂
ugkf	𢈖
ugkk	蠤
ugkk	𭚏
ugkl	試問
ugkm	关卡
ugkr	庫內
ugks	卷曲
ugks	庆典
ugkt	羊肉
ugkt	庫内
ugkv	羊水
ugkv	𣳾
ugkv	𧩚
ugkv	𬇦
ugkv	𭰣
ugl	謳
uglf	𢈿
uglf	𤊨
uglf	𦎘
uglj	試唱
uglk	尊貴
uglk	尊贵
uglk	𫜟
ugll	尊嚴
ugll	熰
ugll	讍
ugln	𫍁
uglr	廤
ugls	尊號
ugls	尊号
uglv	誇口
uglv	关口
uglv	𪸬
uglw	送別
uglx	送别
ugly	𤏘
ugm	眷
ugmb	𢊷
ugmb	𦎳
ugmc	齤
ugmf	送還
ugmg	𢨄
ugmh	誇耀
ugmm	𲁏
ugmn	𥁠
ugmn	𭾂
ugmo	𭜮
ugmp	𨖩
ugmv	養眼
ugmv	养眼
ugmv	帣
ugmw	𩴖
ugmx	𠢚
ugmy	奖勤罚懒
ugna	𧥶
ugna	䚾
ugnb	关紧
ugnj	𣇃
ugnl	試圖
ugnl	送回
ugnm	試點
ugno	𤆦
ugnu	羊圈
ugnu	𤐤
ugnu	𭙼
ugnw	𤣴
ugnx	𱌲
ugo	養
ugoa	遵守
ugod	養家
ugod	养家
ugod	𨢅
ugod	𪸛
ugoe	酋
ugoe	送客
ugof	奠定
ugoh	卷宗
ugoh	唐太宗
ugoj	𨣡
ugok	送审
ugom	𭑖
ugom	𱝆
ugoo	𨟽
ugoo	𱃮
ugoq	送審
ugoq	試穿
ugor	試衣
ugor	𡗍
ugor	𧙯
ugor	𧪉
ugot	送交
ugou	試劑
ugou	券商
ugou	庮
ugov	養育
ugov	养育
ugov	飬
ugow	遵义
ugow	𩁥
ugow	𩴽
ugow	𮠙
ugox	㔦
ugp	遒
ugpa	关闭
ugpd	謰
ugpd	𨏩
ugpd	𬊉
ugpd	𬊿
ugpd	𰏿
ugpf	養病
ugpf	养病
ugph	試穿
ugpn	关门
ugpr	关窗
ugps	養料
ugps	試產
ugps	养料
ugpt	尊容
ugpt	庫容
ugpw	前車之鑑
ugpy	眷恋
ugq	鲞
ugqb	关系
ugqg	尊重
ugqg	鄭重
ugqg	郑重
ugqg	𧮒
ugqi	𥏇
ugqj	熸
ugqj	譖
ugqj	䍼
ugqo	試管
ugqo	試航
ugqp	送氣
ugqq	送气
ugqq	𢊘
ugqw	送风
ugra	試行
ugra	送行
ugra	遵行
ugre	遵循
ugre	尊稱
ugre	送饭
ugrf	拳術
ugrf	送風
ugrh	养猪
ugrh	䅈
ugrh	𮵟
ugri	𭅑
ugrj	遵旨
ugrj	𮍨
ugrm	羊毛
ugrm	義大利
ugrm	关外
ugrm	𣭮
ugrm	𮊴
ugrn	𪹔
ugro	𪀲
ugro	𪃬
ugrq	試種
ugrr	𧧵
ugrr	𧩫
ugrt	遵從
ugru	关税
ugru	卷入
ugry	尊称
ugs	謹
ugsb	𪠫
ugsd	送葬
ugsd	𧁹
ugse	廑
ugse	燎原
ugse	送花
ugse	送藥
ugse	𭑊
ugse	𰟐
ugse	謹
ugsf	𢌋
ugsf	𮘊
ugsg	拳头
ugsg	关头
ugsj	誡
ugsj	㢅
ugsj	𢍊
ugsj	𢍜
ugsj	𤈪
ugsj	𬊊
ugsl	𤎐
ugsn	庫存
ugso	羢
ugso	𤇽
ugsp	𨗕
ugsq	猷
ugst	卷进
ugsu	北大荒
ugsv	眷顾
ugsv	送药
ugsw	尊敬
ugsw	𩁫
ugsx	关节
ugsx	㢙
ugsy	尊荣
ugsy	𭟂
ugt	拳
ugtb	養分
ugtb	养分
ugtb	𠝂
ugtc	𩏗
ugtd	养
ugtd	奍
ugtf	庫侖
ugtf	眷念
ugth	酋长
ugth	尊长
ugth	𢊃
ugti	𬢥
ugtm	試看
ugtm	𭃻
ugtn	試用
ugto	眷念
ugto	𮊨
ugtt	送傘
ugtt	遵从
ugtt	䛟
ugtt	𢈙
ugtu	送伞
ugtv	关公
ugtx	关键
ugty	鯗
ugty	鮝
ugty	㥷
ugu	燎
ugua	誊
ugua	关灯
ugua	𧥱
ugub	眷戀
ugub	謹記
ugud	𧨫
ugue	龹
ugue	𭷀
ugue	𰞋
uguf	尊师
ugug	試卷
ugug	豢養
ugug	試試
ugug	豢养
uguh	遵義
uguh	羊羔
uguh	𢉉
uguh	𰏽
uguk	𢊊
uguk	𤌥
ugum	䜍
ugum	𪪡
ugum	𱝊
ugum	燎
ugun	卷烟
uguo	㷕
uguo	𤆮
uguo	𤋃
uguo	𭵷
uguq	試訓
ugus	養護
ugus	試講
ugus	𧩊
ugut	試論
uguu	尊榮
uguu	𤐗
uguu	𰟤
uguw	誇讚
uguy	美輪美奐
uguy	𰑸
ugv	卷
ugva	𢆤
ugvb	遵纪
ugve	送终
ugvf	𣙂
ugvg	羊绒
ugvg	弮
ugvg	羠
ugvg	𤈙
ugvg	𭙚
ugvh	誇張
ugvi	㐣
ugvk	𧫂
ugvm	𥁸
ugvm	𩓫
ugvo	𧥯
ugvp	羊皮
ugvs	𢍕
ugvt	卷纸
ugvw	𤙻
ugvx	勌
ugvy	送给
ugw	𬉼
ugwd	尊卑
ugwg	養生
ugwg	养生
ugwh	拳脚
ugwi	試鏡
ugwj	羊腸
ugwk	試製
ugwl	𧦅
ugwm	試銷
ugwn	牶
ugwo	𮉶
ugwr	羊脂
ugws	羊膜
ugws	試錯
ugwt	拳腳
ugwv	羊腿
ugwv	羊肠
ugww	𧫗
ugxd	𰶩
ugxk	誊录
ugxk	劵
ugxk	𱬀
ugxl	試駕
ugxl	尊駕
ugxl	庆贺
ugxl	尊驾
ugxm	𱅑
ugxq	羊群
ugxq	羊羣
ugxw	誇獎
ugxw	誇奬
ugxx	送出
ugxx	𠡶
ugy	譓
ugya	𬢜
ugyd	謹慎
ugyd	关怀
ugye	送飯
ugye	𤓇
ugyf	尊師
ugyh	觠
ugyi	关心
ugyi	譓
ugyi	𫺉
ugyi	𬋅
ugyl	誡勉
ugyq	誇飾
ugyq	謹飭
ugys	送飯
ugys	誊写
ugys	餋
ugyt	觠
ugyu	𢇙
ugyx	遵命
ugyx	送命
uh	美
uha	詩
uhaa	䛫
uhaa	𧫄
uhab	讀取
uhac	庤
uhad	盖顶
uhae	義拍
uhae	請聽
uhag	請聽
uhal	詩歌
uhal	美事
uhal	詩聖
uhal	差事
uhal	善事
uhal	差可
uhal	壮歌
uham	詩抄
uham	燒掉
uhan	壮丁
uhan	前车可鉴
uhao	㷃
uhao	𤊞
uhat	装扮
uhau	庄严
uhay	羞恥
uhbc	美丑
uhbe	評改
uhbe	善終
uhbf	詩經
uhbh	燒結
uhbi	美編
uhbk	美观
uhbk	壮观
uhbk	𤐠
uhbm	請纓
uhbm	美眉
uhbm	𬙰
uhbs	美展
uhbs	䛾
uhbs	𤍊
uhbt	燒紙
uhbt	義勇
uhbu	善變
uhbu	𢇽
uhbu	𱻊
uhbv	評級
uhby	烤鸡
uhc	姜
uhcc	評選
uhcc	𡟿
uhcc	𨜰
uhce	義務
uhce	請降
uhcg	𲊚
uhci	羨妒
uhci	羡妒
uhcl	諸如
uhcl	𦎛
uhcm	美妙
uhcn	美女
uhcn	義女
uhco	養老院
uhco	廚娘
uhco	养老院
uhco	庄院
uhcu	库
uhcu	請予
uhcv	美好
uhcv	装好
uhcv	𦍯
uhcw	𡡭
uhdb	𫶰
uhde	燒麥
uhdf	美感
uhdf	讀研
uhdf	善感
uhdg	善哉
uhdg	装载
uhdg	𠵊
uhdj	烤乾
uhdl	請來
uhdm	壮烈
uhdm	𮨉
uhdm	𱂗
uhdo	盖碗
uhds	𱻌
uhdt	燒麥
uhdv	燒成
uhdv	讀成
uhdv	装成
uhdw	詩碑
uhdw	𤯹
uhdx	美協
uhdx	美协
uhdy	美艳
uhea	𰴫
uheb	諸侯
uheb	請假
uheb	請辭
uheb	装假
uhed	評價
uhed	評估
uhed	差價
uhed	差值
uhef	請便
uheg	装袋
uheh	𤋖
uheh	𧩼
uheh	𫷫
uheh	𫾯
uheh	𮊢
uheh	𮳡
uhei	諸位
uhej	装备
uhej	𬊗
uhen	装修
uheo	盖住
uheo	𪸙
uhep	𲅫
uheq	燒傷
uheq	詩作
uheq	装作
uheq	𦍶
uher	美化
uher	諸曁
uher	装货
uheu	𮱰
uhev	燒雞
uhev	尊老愛幼
uhev	烤雞
uhev	美乳
uhev	尊老爱幼
uhew	評爲
uhew	美的
uhey	請您
uhf	諜
uhfb	盖世无双
uhfc	𫶯
uhfd	燒杯
uhfd	義項
uhfe	壮
uhfe	評析
uhfe	盖板
uhff	讀本
uhff	善本
uhff	美梦
uhfg	廚櫃
uhfh	美元
uhfj	善惡
uhfk	美麗
uhfk	請求
uhfk	美丽
uhfk	壮丽
uhfl	灶頭
uhfl	装束
uhfm	言者无罪
uhfm	装相
uhfn	請柬
uhfn	𫅏
uhfo	美工
uhfo	評述
uhfo	義工
uhfo	美术
uhfp	盖楼
uhfq	装机
uhft	归去来兮
uhfv	差勁
uhfv	善根
uhfv	煠
uhfv	𭪭
uhfx	請功
uhg	訐
uhga	㷯
uhgb	装配
uhgb	𱻐
uhgc	𦫧
uhgd	壮大
uhgd	𬙼
uhge	慈禧太后
uhge	盖世太保
uhgf	𦏄
uhgf	𫅝
uhgf	𫅠
uhgf	𬙾
uhgf	𱻏
uhgg	𬚂
uhgh	𮊮
uhgj	𦏒
uhgk	評理
uhgk	義理
uhgk	𬮎
uhgl	𫅖
uhgm	𠝫
uhgm	𡮔
uhgm	𱻔
uhgo	美玉
uhgo	㶥
uhgo	𰭛
uhgr	慈禧太後
uhgs	𨷑
uhgs	𬙺
uhgs	𲉇
uhgt	𬙵
uhgu	𢇛
uhgv	𫝥
uhgw	美醜
uhgw	装神弄鬼
uhgw	库区
uhgw	𦎡
uhgw	𦎿
uhgx	𫅚
uhgx	𬙴
uhh	燒
uhha	𦏟
uhhb	美聲
uhhb	美声
uhhb	𢻘
uhhb	𱬮
uhhc	装车
uhhc	𮷌
uhhd	装填
uhhd	𤎃
uhhf	壮士
uhhg	壮志未酬
uhhg	烤干
uhhg	詽
uhhg	䜁
uhhg	𬙲
uhhh	詩社
uhhh	善款
uhhh	譊
uhhh	𤋑
uhhh	𤏎
uhhi	盖世
uhhj	讀者
uhhj	燒煮
uhhk	美神
uhhk	灶神
uhhl	灶臺
uhhm	義賣
uhhm	詰責
uhhm	詩刊
uhhm	燒到
uhhm	装到
uhhr	𱘫
uhhs	請示
uhhs	美髮
uhht	羞赧
uhht	烓
uhht	詿
uhhu	讀報
uhhu	善報
uhhu	𤒋
uhhv	請教
uhhy	壮志
uhhy	𤌷
uhhy	𧫉
uhi	羨
uhia	護城河
uhia	詍
uhib	羞澀
uhib	壮汉
