char,division,code,region
𬍴,王𡗗一大,GGFG,CJK-E
𬍵,王面,GGi,CJK-E
𬍶,王日立,GJIi,CJK-E
𬍷,王艹干丷,GSHU,CJK-E
𬍸,王斤十目,GEDM,CJK-E
𬍹,王冖口匕,GYLR,CJK-E
𬍺,王又用力,GBTX,CJK-E
𬍻,王車廴,GGXn,CJK-E
𬍼,王丶王丶,GOGO,CJK-E
𬍽,王口貝,GLMi,CJK-E
𬍾,王白心丿,GEYQ,CJK-E
𬍿,王千虫冂,GWKK,CJK-E
𬎀,王斤彐殳,GEXQ,CJK-E
𬎁,王户羽,GOXu,CJK-E
𬎂,王冖隹,GYWi,CJK-E
𬎃,王丷八皿,GUTM,CJK-E
𬎄,王子丿糸,GBQB,CJK-E
𬎅,王雨彐,GDXv,CJK-E
𬎆,王艹冖丶,GSYO,CJK-E
𬎇,王艹日大,GSJG,CJK-E
𬎈,王艹冖乙,GSYV,CJK-E
𬎉,王亻韋,GECi,CJK-E
𬎊,王亠口𧘇,GOLW,CJK-E
𬎋,王王一乙,GGFV,CJK-E
𬎌,王雨二厶,GDSV,CJK-E
𬎍,王土丷辶,GHUP,CJK-E
𬎎,王日一二,GJFS,CJK-E
𬎏,王止匕糸,GNRB,CJK-E
𬎐,王竹合,GQYe,CJK-E
𬎑,王门木丷,GPFU,CJK-E
𬎒,王宀丿冂,GOQK,CJK-E
𬎓,王土人口,GHTL,CJK-E
𬎔,王革斤,GGEi,CJK-E
𬎕,未夂厂丶,HESO,CJK-E
𬎖,王立木斤,GIFE,CJK-E
𬎗,王山立早,GJIJ,CJK-E
𬎘,王冖罒貝,GYMM,CJK-E
𬎙,王禾月丶,GRWO,CJK-E
𬎚,王西大辶,GDGP,CJK-E
𬎛,王龶月乙,GHWV,CJK-E
𬎜,王罒口𧘇,GMLW,CJK-E
𬎝,王爪丨又,GEMB,CJK-E
𬎞,王宀王貝,GOGM,CJK-E
𬎟,王艹門丷,GSKU,CJK-E
𬎠,王尸水虫,GBKK,CJK-E
𬎡,王竹立卜,GQIM,CJK-E
𬎢,瓜口儿,QLQr,CJK-E
𬎣,瓜丿之,QQOk,CJK-E
𬎤,瓦厶,AVvw,CJK-E
𬎥,工瓦,FAwo,CJK-E
𬎦,瓦大丶,AGOd,CJK-E
𬎧,人人瓦,TTAw,CJK-E
𬎨,乃木瓦,VFAw,CJK-E
𬎩,竹一止瓦,QFNA,CJK-E
𬎪,合瓦,YAwe,CJK-E
𬎫,丷屮瓦,UXAw,CJK-E
𬎬,日二厶瓦,JSVA,CJK-E
𬎭,瓦牛冂刂,AWKM,CJK-E
𬎮,瓦丿車一,AQGF,CJK-E
𬎯,瓦高,APgw,CJK-E
𬎰,瓦臼丂八,ARST,CJK-E
𬎱,艹二爪木,SSEF,CJK-E
𬎲,其乚月一,DXWF,CJK-E
𬎳,生木,WFvg,CJK-E
𬎴,生合,WYeg,CJK-E
𬎵,生门{于下}丿,WPAQ,CJK-E
𬎶,生彐火,WXUo,CJK-E
𬎷,罒艹生,MSWg,CJK-E
𬎸,臼儿生,RQWg,CJK-E
𬎹,生月土口,WWHL,CJK-E
𬎺,生白水,WEKh,CJK-E
𬎻,文厂丨,PSMs,CJK-E
𬎼,丷豕生,UDWg,CJK-E
𬎽,用冖丨,TYMs,CJK-E
𬎾,彐月丨,XWMs,CJK-E
𬎿,丷田,UJia,CJK-E
𬏀,田月丶,JWOd,CJK-E
𬏁,由乃丶,KVOd,CJK-E
𬏂,田冖小,JYMa,CJK-E
𬏃,田丿丷{于下},JQUA,CJK-E
𬏄,一艹刂田,FSMJ,CJK-E
𬏅,向土口乂,RHLW,CJK-E
𬏆,丰又田,DBJi,CJK-E
𬏇,田王艹,JGSv,CJK-E
𬏈,田田丁,JJAn,CJK-E
𬏉,田宀一兀,JOFH,CJK-E
𬏊,田丶艮,JOVn,CJK-E
𬏋,田艹𧘇,JSWy,CJK-E
𬏌,由走己,KDBj,CJK-E
𬏍,申申申,KKKe,CJK-E
𬏎,丿米田干,QPJH,CJK-E
𬏏,爪糸田,EBJi,CJK-E
𬏐,田高,JPgi,CJK-E
𬏑,田立电,JIKd,CJK-E
𬏒,田女丶艮,JCOV,CJK-E
𬏓,丿米田巴,QPJC,CJK-E
𬏔,丿米田刀,QPJB,CJK-E
𬏕,由口口十,KLLD,CJK-E
𬏖,田艹八艹,JSTS,CJK-E
𬏗,丿米田欠,QPJE,CJK-E
𬏘,田艹艹,JSSv,CJK-E
𬏙,火火乙龰,UUVN,CJK-E
𬏚,疒一,PFi,CJK-E
𬏛,疒{于下}丿,PAQp,CJK-E
𬏜,疒马,PXa,CJK-E
𬏝,疒卜了,PMVl,CJK-E
𬏞,疒户,POh,CJK-E
𬏟,疒讠十,PODh,CJK-E
𬏠,疒幺乙,PCVi,CJK-E
𬏡,疒戊,PDw,CJK-E
𬏢,疒𠂇工,PSFo,CJK-E
𬏣,疒亻山,PEJa,CJK-E
𬏤,疒卯小,PTMa,CJK-E
𬏥,疒卯一卩,PTFX,CJK-E
𬏦,疒乚夂丶,PXEO,CJK-E
𬏧,疒扌九丶,PAYO,CJK-E
𬏨,疒口丿七,PLQA,CJK-E
𬏩,疒小丿力,PMQX,CJK-E
𬏪,疒宀女,POCv,CJK-E
𬏫,疒冖车,PYHc,CJK-E
𬏬,疒羽,PXu,CJK-E
𬏭,疒土八八,PHTT,CJK-E
𬏮,疒口冂人,PLKT,CJK-E
𬏯,疒豸,PYi,CJK-E
𬏰,疒爪乚大,PEXG,CJK-E
𬏱,疒氵殳,PIQh,CJK-E
𬏲,疒冂丷山,PKUJ,CJK-E
𬏳,疒月土口,PWHL,CJK-E
𬏴,疒心又土,PYBH,CJK-E
𬏵,疒羽二,PXSr,CJK-E
𬏶,疒面,PGi,CJK-E
𬏷,疒十艹贝,PDSK,CJK-E
𬏸,疒冖一寸,PYFA,CJK-E
𬏹,疒臼巾,PRMj,CJK-E
𬏺,疒皿豕,PMDs,CJK-E
𬏻,疒冖冂戊,PYKD,CJK-E
𬏼,疒黑,PNe,CJK-E
𬏽,疒罒貝,PMMi,CJK-E
𬏾,疒日月皿,PJWM,CJK-E
𬏿,疒木木非,PFFL,CJK-E
𬐀,疒尸口土,PBLH,CJK-E
𬐁,疒門木丷,PKFU,CJK-E
𬐂,又一十士,BFDH,CJK-E
𬐃,白一,EFib,CJK-E
𬐄,白月二,EWSr,CJK-E
𬐅,白文,EPeb,CJK-E
𬐆,白丿之,EQOk,CJK-E
𬐇,白矢,EQib,CJK-E
𬐈,白土丂,EHSo,CJK-E
𬐉,小彐白,MXEb,CJK-E
𬐊,牛口白,WLEb,CJK-E
𬐋,𠂇厶白王,SVEG,CJK-E
𬐌,白扌皮,EAVp,CJK-E
𬐍,白王一兀,EGFH,CJK-E
𬐎,白亠人十,EOTD,CJK-E
𬐏,爪月口白,EWLE,CJK-E
𬐐,白冖一彡,EYFT,CJK-E
𬐑,白王灬,EGUi,CJK-E
𬐒,巴皮,CVpa,CJK-E
𬐓,小冖皮,MYVp,CJK-E
𬐔,丶水皮,OKVp,CJK-E
𬐕,皮爪子,VEBi,CJK-E
𬐖,皮尸至,VBHk,CJK-E
𬐗,人乚皿,TXMn,CJK-E
𬐘,心皿,YMn,CJK-E
𬐙,皿乙扌,MVAv,CJK-E
𬐚,竹口皿,QLMn,CJK-E
𬐛,氵几皿,IQMn,CJK-E
𬐜,戈二皿,GSMn,CJK-E
𬐝,工工皿,FFMn,CJK-E
𬐞,宀一{于下}皿,OFAM,CJK-E
𬐟,一{于下}皿厶,FAMV,CJK-E
𬐠,木乙彡皿,FVTM,CJK-E
𬐡,丿扌戈皿,QAGM,CJK-E
𬐢,十彐女皿,DXCM,CJK-E
𬐣,大丁口皿,GALM,CJK-E
𬐤,非皿,LMni,CJK-E
𬐥,氵宀匕皿,IORM,CJK-E
𬐦,氵禾皿,IRMn,CJK-E
𬐧,皿屮一八,MXFT,CJK-E
𬐨,戊一口皿,DFLM,CJK-E
𬐩,不皿乙口,DMVL,CJK-E
𬐪,人一罒皿,TFMM,CJK-E
𬐫,舟子皿,QBMn,CJK-E
𬐬,千臼皿,WRMn,CJK-E
𬐭,丷八皿扌,UTMA,CJK-E
𬐮,氵丷夫皿,IUGM,CJK-E
𬐯,氵舟皿,IQMn,CJK-E
𬐰,方竹𧘇皿,OQWM,CJK-E
𬐱,臣竹口皿,SQLM,CJK-E
𬐲,口上貝皿,LKMM,CJK-E
𬐳,竹艹一皿,QSFM,CJK-E
𬐴,氵戊一皿,IDFM,CJK-E
𬐵,米月匕皿,PWRM,CJK-E
𬐶,酉舟皿,GQMn,CJK-E
𬐷,亠纟丿皿,OVQM,CJK-E
𬐸,虎田丨,MJMs,CJK-E
𬐹,金缶皿,RWMn,CJK-E
𬐺,米冂人皿,PKTM,CJK-E
𬐻,氵鹵皿,IKMn,CJK-E
𬐼,氵欠皿力,IEMX,CJK-E
𬐽,鹿夂皿,IEMn,CJK-E
𬐾,其乚氵皿,DXIM,CJK-E
𬐿,日巛石皿,JVDM,CJK-E
𬑀,㗊犬皿,LSMn,CJK-E
𬑁,虎一口皿,MFLM,CJK-E
𬑂,弓米口皿,VPLM,CJK-E
𬑃,金大丷皿,RGUM,CJK-E
𬑄,金口上皿,RLKM,CJK-E
𬑅,目冖丨,MYMs,CJK-E
𬑆,目人匕,MTRi,CJK-E
𬑇,目长,MTh,CJK-E
𬑈,目干八,MHTb,CJK-E
𬑉,末目,HMvo,CJK-E
𬑊,目木一,MFFi,CJK-E
𬑋,目囗人,MNTe,CJK-E
𬑌,目人二乚,MTSX,CJK-E
𬑍,目冖彐,MYXv,CJK-E
𬑎,目屮屮,MXXc,CJK-E
𬑏,目又工,MBFo,CJK-E
𬑐,目𠂇月,MSWv,CJK-E
𬑑,目土匕,MHRi,CJK-E
𬑒,目七丿兀,MAQH,CJK-E
𬑓,目亻匕十,MERD,CJK-E
𬑔,罒豕,MDsw,CJK-E
𬑕,目冖车,MYHc,CJK-E
𬑖,目一艹彡,MFST,CJK-E
𬑗,目门日,MPJv,CJK-E
𬑘,目一戈止,MFGN,CJK-E
𬑙,目十乙大,MDVG,CJK-E
𬑚,十目乚巾,DMXM,CJK-E
𬑛,目人丶心,MTOY,CJK-E
𬑜,目丬匕月,MURW,CJK-E
𬑝,目又足,MBNv,CJK-E
𬑞,目龶月夂,MHWE,CJK-E
𬑟,目亻丨矢,MEMQ,CJK-E
𬑠,目隹又,MWBu,CJK-E
𬑡,目月屮屮,MWXX,CJK-E
𬑢,目亦辶,MPPo,CJK-E
𬑣,目高,MPg,CJK-E
𬑤,艹日大目,SJGM,CJK-E
𬑥,目小隹,MMWi,CJK-E
𬑦,目白匕儿,MERQ,CJK-E
𬑧,目纟白巾,MVEM,CJK-E
𬑨,目夫人人,MGTT,CJK-E
𬑩,目壬艹十,MESD,CJK-E
𬑪,目目又大,MMBG,CJK-E
𬑫,目末弓十,MHVD,CJK-E
𬑬,目臼乂見,MRWM,CJK-E
𬑭,矛山,XJao,CJK-E
𬑮,矛亠人十,XOTD,CJK-E
𬑯,矛高丁,XPAn,CJK-E
𬑰,矢丷扌,QUAv,CJK-E
𬑱,矢宀丁,QOAn,CJK-E
𬑲,矢竹母,QQBm,CJK-E
𬑳,矢丷弓丿,QUVQ,CJK-E
𬑴,矢來,QDli,CJK-E
𬑵,丷扌矢丷,UAQU,CJK-E
𬑶,矢一口艮,QFLV,CJK-E
𬑷,矢一尸扌,QFBA,CJK-E
𬑸,矢一口犬,QFLS,CJK-E
𬑹,石厂,DSh,CJK-E
𬑺,石寸,DAc,CJK-E
𬑻,石千,DWq,CJK-E
𬑼,石丿厶,DQVv,CJK-E
𬑽,二八石,STDv,CJK-E
𬑾,石一大,DFGd,CJK-E
𬑿,石夂,DEh,CJK-E
𬒀,石卯七,DTAi,CJK-E
𬒁,石夭,DEo,CJK-E
𬒂,石方,DOg,CJK-E
𬒃,石七乙八,DAVT,CJK-E
𬒄,石车乚,DHXi,CJK-E
𬒅,石冂巳,DKXs,CJK-E
𬒆,石〢丷,DNUa,CJK-E
𬒇,石丷二,DUSr,CJK-E
𬒈,氵冖石,IYDv,CJK-E
𬒉,石厂卯卩,DSTX,CJK-E
𬒊,石人二厶,DTSV,CJK-E
𬒋,石几木,DQFv,CJK-E
𬒌,石羊,DUg,CJK-E
𬒍,石口贝,DLKb,CJK-E
𬒎,石〢又土,DNBH,CJK-E
𬒏,石山巴,DJCa,CJK-E
𬒐,石竹母,DQBm,CJK-E
𬒑,石宀一兀,DOFH,CJK-E
𬒒,石車乚,DGXi,CJK-E
𬒓,石罒夕,DMRk,CJK-E
𬒔,石止月,DNWv,CJK-E
𬒕,石彐小八,DXMT,CJK-E
𬒖,石一口皿,DFLM,CJK-E
𬒗,石〢竹见,DNQK,CJK-E
𬒘,石亻言,DEUv,CJK-E
𬒙,石丷土大,DUHG,CJK-E
𬒚,石冖車,DYGj,CJK-E
𬒛,石世冖巾,DHYM,CJK-E
𬒜,石卜了見,DMVM,CJK-E
𬒝,石牛口辶,DWLP,CJK-E
𬒞,石宀一八,DOFT,CJK-E
𬒟,木歹木石,FDFD,CJK-E
𬒠,石王一乙,DGFV,CJK-E
𬒡,石厂亻隹,DSEW,CJK-E
𬒢,石艹干艹,DSHS,CJK-E
𬒣,石虫虫,DKKv,CJK-E
𬒤,石目爿片,DMXT,CJK-E
𬒥,石罒一𧘇,DMFW,CJK-E
𬒦,石艹穴口,DSPL,CJK-E
𬒧,石皮臼工,DVRF,CJK-E
𬒨,石長𠂇又,DHSB,CJK-E
𬒩,石一日方,DFJO,CJK-E
𬒪,石止艹禺,DNSK,CJK-E
𬒫,石竹僉,DQRn,CJK-E
𬒬,礻工,UFos,CJK-E
𬒭,示一巾,HFMj,CJK-E
𬒮,礻乙大,UVGd,CJK-E
𬒯,礻乙扌,UVAv,CJK-E
𬒰,示刀二,HBSr,CJK-E
𬒱,礻甲,UKas,CJK-E
𬒲,礻千又,UWBu,CJK-E
𬒳,礻皮,UVps,CJK-E
𬒴,礻缶,UWos,CJK-E
𬒵,亦示,PHsi,CJK-E
𬒶,礻木口,UFLv,CJK-E
𬒷,礻不口,UDLv,CJK-E
𬒸,礻艹乚,USXi,CJK-E
𬒹,礻貝,UMis,CJK-E
𬒺,礻足,UNvs,CJK-E
𬒻,礻山人乙,UJTV,CJK-E
𬒼,礻夕乚,URXi,CJK-E
𬒽,礻彐丿口,UXQL,CJK-E
𬒾,礻龶𧘇,UHWy,CJK-E
𬒿,礻冂艹八,UKST,CJK-E
𬓀,礻山厂干,UJSH,CJK-E
𬓁,示日斤,HJEi,CJK-E
𬓂,尚示,NHss,CJK-E
𬓃,礻月月,UWWv,CJK-E
𬓄,示月牛,HWWn,CJK-E
𬓅,礻宀夕乙,UORV,CJK-E
𬓆,礻宀一龰,UOFN,CJK-E
𬓇,礻宀且,UOMq,CJK-E
𬓈,礻彐一水,UXFK,CJK-E
𬓉,礻𡗗日,UGJv,CJK-E
𬓊,木口又示,FLBH,CJK-E
𬓋,礻冖冂大,UYKG,CJK-E
𬓌,礻丶彐阝,UOXC,CJK-E
𬓍,礻亦大,UPGd,CJK-E
𬓎,礻丌丷日,UAUJ,CJK-E
𬓏,礻隹又,UWBu,CJK-E
𬓐,礻乚厶心,UXVY,CJK-E
𬓑,礻革二,UGSr,CJK-E
𬓒,礻十一,UDFi,CJK-E
𬓓,礻木乚,UFXi,CJK-E
𬓔,礻向夂心,UREY,CJK-E
𬓕,礻亠八𧘇,UOTW,CJK-E
𬓖,示文八示,HPTH,CJK-E
𬓗,礻彐水乙,UXKV,CJK-E
𬓘,西示斤𧘇,DHEW,CJK-E
𬓙,礻日耳又,UJAB,CJK-E
𬓚,礻夭口口,UELL,CJK-E
𬓛,礻木木示,UFFH,CJK-E
𬓜,西示水日,DHKJ,CJK-E
𬓝,礻羽田八,UXJT,CJK-E
𬓞,文屮冂厶,PXKV,CJK-E
𬓟,文屮冂夕,PXKR,CJK-E
𬓠,禾几,RQjh,CJK-E
𬓡,禾人人,RTTe,CJK-E
𬓢,禾人一乙,RTFV,CJK-E
𬓣,禾乙扌,RVAv,CJK-E
𬓤,禾尸丶,RBOd,CJK-E
𬓥,禾一丰,RFDn,CJK-E
𬓦,禾亠厶儿,ROVQ,CJK-E
𬓧,亻壬禾,EERh,CJK-E
𬓨,禾立乚,RIXi,CJK-E
𬓩,禾巛夕,RVRk,CJK-E
𬓪,禾刂人彡,RMTT,CJK-E
𬓫,禾冖电,RYKd,CJK-E
𬓬,禾丿扌戈,RQAG,CJK-E
𬓭,禾一冂土,RFKH,CJK-E
𬓮,禾尚,RNsh,CJK-E
𬓯,禾二欠力,RSEX,CJK-E
𬓰,禾亠亻丶,ROEO,CJK-E
𬓱,禾十艹贝,RDSK,CJK-E
𬓲,禾卜貝,RMMi,CJK-E
𬓳,禾田人八,RJTT,CJK-E
𬓴,禾爪用,RETn,CJK-E
𬓵,禾八厶羽,RTVX,CJK-E
𬓶,禾禾艹二,RRSS,CJK-E
𬓷,禾禾田,RRJi,CJK-E
𬓸,禾人二彡,RTST,CJK-E
𬓹,禾尸小月,RBMW,CJK-E
𬓺,土八土禾,HTHR,CJK-E
𬓻,禾戊乙母,RDVB,CJK-E
𬓼,禾几口贝,RQLK,CJK-E
𬓽,禾白大彡,REGT,CJK-E
𬓾,禾日一二,RJFS,CJK-E
𬓿,禾口口十,RLLD,CJK-E
𬔀,禾隹辶,RWPo,CJK-E
𬔁,禾艹日力,RSJX,CJK-E
𬔂,禾亠口合,ROLY,CJK-E
𬔃,禾士罒貝,RHMM,CJK-E
𬔄,禾艹車心,RSGY,CJK-E
𬔅,穴屮,PXcu,CJK-E
𬔆,穴毛,PRmu,CJK-E
𬔇,穴火,PUou,CJK-E
𬔈,穴由,PKou,CJK-E
𬔉,穴口口,PLLv,CJK-E
𬔊,穴又止,PBNi,CJK-E
𬔋,穴犬丅丶,PSAO,CJK-E
𬔌,穴牙千,PHWq,CJK-E
𬔍,穴由艹,PKSv,CJK-E
𬔎,穴人丶口,PTOL,CJK-E
𬔏,穴自犬,PTSa,CJK-E
𬔐,穴革二,PGSr,CJK-E
𬔑,穴虎丿{于下},PMQA,CJK-E
𬔒,穴氵木,PIFv,CJK-E
𬔓,穴火牛口,PUWL,CJK-E
𬔔,穴工立电,PFIK,CJK-E
𬔕,穴牙糸儿,PHBQ,CJK-E
𬔖,立乚,IXii,CJK-E
𬔗,丅丶立,AOIi,CJK-E
𬔘,立斤,IEii,CJK-E
𬔙,乙扌立,VAIi,CJK-E
𬔚,立刀八,IBTb,CJK-E
𬔛,世立,HIii,CJK-E
𬔜,立皮,IVpi,CJK-E
𬔝,立屮巳,IXXs,CJK-E
𬔞,立爪女,IECv,CJK-E
𬔟,厶口乙立,VLVI,CJK-E
𬔠,厶口立一,VLIF,CJK-E
𬔡,立長,IHai,CJK-E
𬔢,尚立,NIis,CJK-E
𬔣,立合卩,IYXj,CJK-E
𬔤,立田月,IJWv,CJK-E
𬔥,立丿車一,IQGF,CJK-E
𬔦,立氵扌丶,IIAO,CJK-E
𬔧,立早乙扌,IJVA,CJK-E
𬔨,立一八,IFTb,CJK-E
𬔩,立丨立人,IMIT,CJK-E
𬔪,立亻寸貝,IEAM,CJK-E
𬔫,立木罒貝,IFMM,CJK-E
𬔬,竹乃,QVa,CJK-E
𬔭,竹囗,QNw,CJK-E
𬔮,竹夫,QGu,CJK-E
𬔯,竹匚乂,QGWa,CJK-E
𬔰,竹心,QYv,CJK-E
𬔱,竹之,QOk,CJK-E
𬔲,竹火,QUo,CJK-E
𬔳,竹干丷,QHUa,CJK-E
𬔴,竹未,QHe,CJK-E
𬔵,竹王丶,QGOd,CJK-E
𬔶,竹丬匕,QURi,CJK-E
𬔷,竹夕卜,QRMo,CJK-E
𬔸,竹子几,QBQj,CJK-E
𬔹,竹乚夂丶,QXEO,CJK-E
𬔺,竹土大,QHGd,CJK-E
𬔻,竹亻文,QEPe,CJK-E
𬔼,竹亻夂,QEEh,CJK-E
𬔽,竹夕口,QRLv,CJK-E
𬔾,竹斤𧘇,QEWy,CJK-E
𬔿,竹氵一{于下},QIFA,CJK-E
𬕀,竹宀寸,QOAc,CJK-E
𬕁,竹亠𧘇,QOWy,CJK-E
𬕂,竹工贝,QFKb,CJK-E
𬕃,竹不口,QDLv,CJK-E
𬕄,竹一冂冂,QFKK,CJK-E
𬕅,竹亻立,QEIi,CJK-E
𬕆,竹丿扌戈,QQAG,CJK-E
𬕇,竹月目,QWMv,CJK-E
𬕈,竹人一龰,QTFN,CJK-E
𬕉,竹月月又,QWWB,CJK-E
𬕊,竹门心,QPYv,CJK-E
𬕋,竹氵月厶,QIWV,CJK-E
𬕌,竹广木,QUFv,CJK-E
𬕍,竹氵小丿,QIMQ,CJK-E
𬕎,竹王一兀,QGFH,CJK-E
𬕏,竹𡗗扌,QGAv,CJK-E
𬕐,竹日月二,QJWS,CJK-E
𬕑,竹日日,QJJv,CJK-E
𬕒,竹尚,QNs,CJK-E
𬕓,竹夭小丿,QEMQ,CJK-E
𬕔,竹月月,QWWv,CJK-E
𬕕,竹片斤,QTEi,CJK-E
𬕖,竹宀一龰,QOFN,CJK-E
𬕗,竹方斤,QOEi,CJK-E
𬕘,竹氵干丷,QIHU,CJK-E
𬕙,竹氵木一,QIFF,CJK-E
𬕚,竹戊一女,QDFC,CJK-E
𬕛,竹车古,QHDg,CJK-E
𬕜,竹風,QRf,CJK-E
𬕝,竹片爿一,QTXF,CJK-E
𬕞,竹亠口𧘇,QOLW,CJK-E
𬕟,竹辶亠巾,QPOM,CJK-E
𬕠,竹氵二日,QISJ,CJK-E
𬕡,竹糸工,QBFo,CJK-E
𬕢,竹木一乚,QFFX,CJK-E
𬕣,竹木一巾,QFFM,CJK-E
𬕤,竹木艮,QFVn,CJK-E
𬕥,竹亻禾女,QERC,CJK-E
𬕦,竹衤匚乂,QPGW,CJK-E
𬕧,竹氵竹母,QIQB,CJK-E
𬕨,竹丶彐月,QOXW,CJK-E
𬕩,竹扌卜早,QAMJ,CJK-E
𬕪,竹口口戊,QLLD,CJK-E
𬕫,竹由丿皿,QKQM,CJK-E
𬕬,竹人丶贝,QTOK,CJK-E
𬕭,竹西戊一,QDDF,CJK-E
𬕮,竹木金,QFRv,CJK-E
𬕯,竹扌爪夂,QAEE,CJK-E
𬕰,竹牛儿口,QWQL,CJK-E
𬕱,竹言干丷,QUHU,CJK-E
𬕲,竹宀丰刂,QODM,CJK-E
𬕳,竹馬冖丨,QSYM,CJK-E
𬕴,竹耳由丂,QAKS,CJK-E
𬕵,竹戈非一,QGLF,CJK-E
𬕶,竹囗土𧘇,QNHW,CJK-E
𬕷,竹人一心,QTFY,CJK-E
𬕸,竹金艹二,QRSS,CJK-E
𬕹,竹立电丶,QIKO,CJK-E
𬕺,竹立冖丨,QIYM,CJK-E
𬕻,竹耳田心,QAJY,CJK-E
𬕼,竹矢口亡,QQLU,CJK-E
𬕽,竹一未禺,QFHK,CJK-E
𬕾,竹立电目,QIKM,CJK-E
𬕿,竹米石貝,QPDM,CJK-E
𬖀,竹足亠巾,QNOM,CJK-E
𬖁,竹一未水,QFHK,CJK-E
𬖂,竹牛儿日,QWQJ,CJK-E
𬖃,竹牛儿贝,QWQK,CJK-E
𬖄,竹立丿八,QIQT,CJK-E
𬖅,竹立电羽,QIKX,CJK-E
𬖆,竹立电艹,QIKS,CJK-E
𬖇,竹目目隹,QMMW,CJK-E
𬖈,竹罒隹隹,QMWW,CJK-E
𬖉,竹立电王,QIKG,CJK-E
𬖊,竹亠厶凡,QOVQ,CJK-E
𬖋,米乙,PVim,CJK-E
𬖌,米人,PTem,CJK-E
𬖍,米八,PTbm,CJK-E
𬖎,米厶,PVvm,CJK-E
𬖏,米口,PLvm,CJK-E
𬖐,米夫,PGum,CJK-E
𬖑,米见,PKxm,CJK-E
𬖒,米亻匕,PERi,CJK-E
𬖓,米木一,PFFi,CJK-E
𬖔,米木丶,PFOd,CJK-E
𬖕,米月彡丶,PWTO,CJK-E
𬖖,米冖彐,PYXv,CJK-E
𬖗,米女又,PCBu,CJK-E
𬖘,米又扌,PBAv,CJK-E
𬖙,米斤一口,PEFL,CJK-E
𬖚,米九木,PYFv,CJK-E
𬖛,米亦,PPim,CJK-E
𬖜,米乚人又,PXTB,CJK-E
𬖝,米日干,PJHg,CJK-E
𬖞,米日寸,PJAc,CJK-E
𬖟,米门心,PPYv,CJK-E
𬖠,米女二十,PCSD,CJK-E
𬖡,米土日,PHJv,CJK-E
𬖢,米囗古,PNDg,CJK-E
𬖣,米宀一龰,POFN,CJK-E
𬖤,米又又又,PBBB,CJK-E
𬖥,米彐冖巾,PXYM,CJK-E
𬖦,米厂日子,PSJB,CJK-E
𬖧,米口〢丅,PLNA,CJK-E
𬖨,米夕扌口,PRAL,CJK-E
𬖩,米夕丨,PRMs,CJK-E
𬖪,米尸丷艹,PBUS,CJK-E
𬖫,西米殳,DPQh,CJK-E
𬖬,米冂小丶,PKMO,CJK-E
𬖭,米卜口一,PMLF,CJK-E
𬖮,米〢竹皿,PNQM,CJK-E
𬖯,舟殳米,QQPm,CJK-E
𬖰,米高,PPgm,CJK-E
𬖱,米羊又十,PUBD,CJK-E
𬖲,米屮一虫,PXFK,CJK-E
𬖳,人丶乙又,TOVB,CJK-E
𬖴,米月示,PWHs,CJK-E
𬖵,米宀心山,POYJ,CJK-E
𬖶,米艹月米,PSWP,CJK-E
𬖷,米卜口日,PMLJ,CJK-E
𬖸,米竹合,PQYe,CJK-E
𬖹,米禾小月,PRMW,CJK-E
𬖺,米门木丷,PPFU,CJK-E
𬖻,日合土米,JYHP,CJK-E
𬖼,米且疒了,PMPV,CJK-E
𬖽,米氵艹入,PISR,CJK-E
𬖾,米皮石貝,PVDM,CJK-E
𬖿,米夕扌口,PRAL,CJK-E
𬗀,米卜口貝,PMLM,CJK-E
𬗁,西米骨,DPMg,CJK-E
𬗂,米耳耳耳,PAAA,CJK-E
𬗃,糸亍,BAh,CJK-E
𬗄,糸凡,BQn,CJK-E
𬗅,糸乃又,BVBu,CJK-E
𬗆,糸子乚,BBXi,CJK-E
𬗇,糸戊,BDw,CJK-E
𬗈,糸王丶,BGOd,CJK-E
𬗉,糸卯一卩,BTFX,CJK-E
𬗊,糸丶水,BOKh,CJK-E
𬗋,止戈糸,NGBv,CJK-E
𬗌,糸虫,BKv,CJK-E
𬗍,口丿七糸,LQAB,CJK-E
𬗎,口糸冖丶,LBYO,CJK-E
𬗏,糸口巾,BLMj,CJK-E
𬗐,亠厶冖糸,OVYB,CJK-E
𬗑,糸亠𧘇,BOWy,CJK-E
𬗒,糸宀一{于下},BOFA,CJK-E
𬗓,糸丷巾,BUMj,CJK-E
𬗔,糸文寸,BPAc,CJK-E
𬗕,糸戈艹,BGSv,CJK-E
𬗖,糸一口丷,BFLU,CJK-E
𬗗,糸扌斤,BAEi,CJK-E
𬗘,糸木冂二,BFKS,CJK-E
𬗙,糸口乚大,BLXG,CJK-E
𬗚,糸月田,BWJi,CJK-E
𬗛,糸丿艹土,BQSH,CJK-E
𬗜,糸壬艹一,BESF,CJK-E
𬗝,糸又用,BBTn,CJK-E
𬗞,糸刀口卩,BBLX,CJK-E
𬗟,糸石口,BDLv,CJK-E
𬗠,糸龶𧘇,BHWy,CJK-E
𬗡,糸日日,BJJv,CJK-E
𬗢,糸罒艹,BMSv,CJK-E
𬗣,糸月彡彡,BWTT,CJK-E
𬗤,糸乂𠂇月,BWSW,CJK-E
𬗥,糸心日一,BYJF,CJK-E
𬗦,糸宀且,BOMq,CJK-E
𬗧,母石丿糸,BDQB,CJK-E
𬗨,糸匕貝,BRMi,CJK-E
